FICE,College name,State,Public/private indicator,Average Math SAT score,Average Verbal SAT score,Average Combined SAT score,Average ACT score,First quartile - Math SAT,Third quartile - Math SAT,First quartile - Verbal SAT,Third quartile - Verbal SAT,First quartile - ACT,Third quartile - ACT,Number of applications received,Number of applicants accepted,Number of new students enrolled,Number of fulltime undergraduates,Number of parttime undergraduates,In-state tuition,Out-of-state tuition,Room and board costs,Room costs,Board costs,Additional fees,Estimated book costs,Estimated personal spending,Student/faculty ratio,Instructional expenditure per student,Graduation rate
29040,CUNY-College of Staten Island,NY,1,447,398,845,*,390,480,340,450,*,*,2170,2170,1433,5949,4887,2450,5050,*,*,*,106,*,*,17.6,6154,48
3011,Art Academy of Cincinnati,OH,2,425,425,850,17,*,*,*,*,*,*,130,82,33,199,31,8450,8450,*,*,*,370,1200,*,7.5,9442,*
3012,Ashland University,OH,2,438,410,848,21,*,*,*,*,*,*,1454,1267,424,1874,757,11431,11431,4684,2467,2217,260,600,1700,17.4,9090,66
3014,Baldwin-Wallace College,OH,2,529,468,997,23,460,590,410,530,20,25,1690,1366,662,2718,1460,10995,10995,4410,2235,2175,585,1000,1000,17.6,8086,85
3016,Bluffton College,OH,2,512,438,972,23,430,600,380,510,20,25,692,514,209,760,81,9900,9900,3990,2373,1617,*,400,900,13.3,9073,58
3018,Bowling Green State University,OH,1,497,449,946,22,430,550,390,500,20,24,9251,7333,3076,13699,1213,3070,7452,3352,1968,1384,660,600,1700,21.1,6918,67
3023,Capital University,OH,2,*,*,*,23,*,*,*,*,21,26,1747,1382,449,1662,960,13050,13050,4000,4000,*,135,500,800,12.1,9557,83
3024,Case Western Reserve University,OH,2,*,*,*,*,600,740,490,640,26,32,3877,3156,713,3051,513,15700,15700,4730,2960,1770,125,525,1460,2.9,19733,67
3025,Cedarville College,OH,2,524,486,1010,24,450,600,420,550,21,26,1307,1090,616,2196,82,7344,7344,4410,2370,2040,126,570,1000,15.3,6897,64
3026,Central State University,OH,1,*,*,*,*,*,*,*,*,*,*,2222,1767,729,2636,625,1513,4731,4293,4293,*,1164,604,1164,21.1,7219,*
3032,Cleveland State University,OH,1,440,408,848,20,350,510,320,450,16,22,2407,2296,1304,7749,3961,3231,6462,*,*,*,*,808,*,18.5,7649,35
3033,College of Mount St. Joseph,OH,2,480,440,920,21,400,550,380,500,19,25,798,620,238,1165,1232,9800,9800,4430,2280,2150,50,400,1150,11.1,6889,100
3036,Franciscan University of Steubenville,OH,2,516,488,1004,24,440,590,410,550,20,26,553,452,228,1301,242,9650,9650,4400,2200,2200,260,600,1000,14.9,6336,83
3037,College of Wooster,OH,2,570,530,1100,24,500,620,460,580,22,28,2100,1883,553,1704,1,16240,16240,4690,2160,2530,*,500,500,11.1,14140,69
3041,Defiance College,OH,2,438,381,819,21,360,510,310,480,18,23,571,461,174,645,283,10850,10850,3670,*,*,*,400,1159,12.8,7505,56
3042,Denison University,OH,2,*,*,*,*,520,630,460,570,25,29,2762,2279,533,1835,14,16900,16900,4720,2600,2120,820,500,600,11.6,12423,81
3045,University of Findlay,OH,2,*,*,*,22,*,*,*,*,*,*,2165,1783,412,1854,475,11800,11800,5030,2460,2570,104,550,650,12.4,6631,*
3046,Franklin University,OH,2,*,*,*,*,*,*,*,*,*,*,1304,1300,871,1272,2733,3096,3096,*,*,*,*,*,*,19.6,4723,33
3048,Heidelberg College,OH,2,500,420,920,22,*,*,*,*,*,*,738,687,241,964,242,13780,13780,4410,2004,2406,198,500,500,12.5,9268,65
3049,Hiram College,OH,2,540,510,1050,24,480,590,430,560,21,27,922,729,244,1000,275,14067,14067,4560,*,*,270,400,1000,10.6,12165,79
3050,John Carroll University,OH,2,561,502,1063,23,530,630,460,580,20,25,2421,2109,820,3168,392,11700,11700,5550,3000,2550,*,600,450,14.5,7738,89
3051,Kent State University,OH,1,462,424,886,21,390,520,360,480,18,23,9210,3040,7425,15615,3230,3927,7854,3666,*,*,*,500,1350,20.8,6397,46
3065,Kenyon College,OH,2,593,570,1163,27,550,640,520,630,25,29,2212,1538,408,1445,1,19240,19240,3690,1640,2050,610,750,480,11.1,14067,88
3069,Lourdes College,OH,2,*,*,*,19,*,*,*,*,18,22,57,55,32,435,1174,6992,6992,*,*,*,300,720,3285,9.6,7256,46
3072,Malone College,OH,2,479,433,912,21,410,560,380,490,19,24,874,758,428,1605,246,9858,9858,3700,2020,1680,135,450,1200,17.6,4796,55
3073,Marietta College,OH,2,*,*,*,*,490,600,450,550,22,27,1611,960,342,1089,210,13850,13850,3920,2020,1900,270,470,810,13.2,10223,96
3083,Mount Union College,OH,2,*,*,*,23,*,*,*,*,20,25,1310,1086,458,1365,144,12250,12250,3530,1400,2130,700,400,1150,16.7,7215,81
3084,Muskingum College,OH,2,490,436,926,22,400,550,370,500,19,25,1109,922,375,1115,70,13240,13240,3914,1634,2280,386,600,800,13.4,9333,73
3085,Notre Dame College of Ohio,OH,2,415,423,838,19,370,480,410,470,17,22,136,107,42,377,373,8064,8064,3860,2420,*,80,650,700,8.7,7712,*
3086,Oberlin College,OH,2,623,596,1219,29,570,680,540,660,25,30,4778,2767,678,2587,120,19670,19670,5820,2920,2900,126,575,1119,10.1,16593,83
3089,Ohio Northern University,OH,2,541,465,1006,24,480,650,410,540,20,26,2936,2342,669,2502,66,15990,15990,4080,1785,2295,*,600,825,14.5,9979,83
3100,Ohio University,OH,1,520,473,993,24,460,580,420,530,21,26,11023,8298,3183,14861,1310,3552,7629,4095,2013,2082,357,550,2300,20.4,8811,64
3109,Ohio Wesleyan University,OH,2,575,528,1103,25,510,620,470,570,22,28,2190,1700,458,1780,48,16732,16732,5650,2860,2790,*,550,550,12.1,12011,75
3110,Otterbein College,OH,2,*,*,*,24,*,*,*,*,21,26,1496,1205,428,1648,936,12888,12888,4440,*,*,*,420,840,13.9,8802,87
3121,Tiffin University,OH,2,372,308,680,19,300,440,260,360,16,20,845,734,254,662,351,7600,7600,3800,1800,2000,125,600,1200,19,5096,39
3123,University of Akron,OH,1,467,413,880,20,399,599,349,475,17,23,6305,5190,3211,12487,9295,2888,7650,3844,2454,1390,304,550,2100,16.7,6025,43
3125,University of Cincinnati,OH,1,533,464,997,23,460,610,400,520,20,26,6855,5553,2408,11036,2011,3234,8907,4697,2703,1994,498,556,1851,10.8,13889,54
3127,University of Dayton,OH,2,578,504,1082,25,490,610,500,560,22,28,6361,5293,1507,5889,665,11380,11380,4220,2160,2060,450,500,900,14.8,8894,93
3131,University of Toledo,OH,1,504,447,951,20,430,640,390,560,19,25,3055,2959,1527,15428,5370,2693,7441,3719,2564,1155,706,550,500,20.4,6124,48
3133,Urbana University,OH,2,*,*,*,19,*,*,*,*,17,21,318,265,132,745,203,8468,8468,4140,1760,2380,477,500,750,15,5052,*
3134,Ursuline College,OH,2,434,404,838,21,340,540,330,490,18,20,325,260,86,699,717,9600,9600,4202,2270,1932,210,450,750,10.5,7164,68
3135,Walsh University,OH,2,*,*,*,22,*,*,*,*,*,*,1092,890,477,847,497,8670,8670,4180,*,*,300,500,1450,11.3,5738,68
3141,Wilberforce University,OH,2,540,502,1042,24,*,*,*,*,*,*,1259,691,227,775,*,6346,6346,3392,1632,1760,300,550,*,13.4,*,*
3142,Wilmington College,OH,2,*,*,*,*,*,*,*,*,18,22,709,602,225,1372,611,10230,10230,4110,*,4110,180,500,1000,13.3,6943,67
3143,Wittenberg University,OH,2,577,524,1101,25,510,620,480,570,22,27,1979,1739,575,1980,144,15948,15948,4404,2190,2214,822,400,800,12.8,10414,78
3144,Xavier University,OH,2,521,475,996,24,440,600,420,540,21,27,1959,1805,695,2849,1107,11520,11520,4960,2600,2360,10,600,1250,13.3,9189,83
3145,Youngstown State University,OH,1,*,*,*,20,*,*,*,*,17,23,3297,2903,1907,9633,3662,2196,4536,3675,*,*,594,570,1410,18,5483,50
6883,Ohio State University at Columbus,OH,1,*,*,*,*,450,610,400,530,20,26,15076,12860,5330,31039,6005,3087,9315,4484,*,*,*,525,2550,13.1,10900,56
7085,Mount Vernon Nazarene College,OH,2,*,*,*,22,*,*,*,*,*,*,510,485,334,1114,94,7400,7400,3346,*,*,516,600,600,19.8,6869,58
7104,Miami University at Oxford,OH,1,*,*,*,*,540,640,470,560,23,27,9239,7788,3290,13606,807,3740,8856,3960,1860,2100,798,500,1382,17.6,7846,85
8795,Antioch University,OH,2,504,516,1004,24,430,580,460,580,21,27,713,661,252,712,23,15476,15476,3336,1538,1798,1404,400,1100,11.3,42926,48
9168,Wright State University,OH,1,*,*,*,*,330,530,300,480,18,23,*,*,*,9967,3732,*,*,*,*,*,*,*,*,8.1,8133,*
12748,Shawnee State University,OH,1,*,*,*,19,*,*,*,*,*,*,1406,1406,952,2536,1100,2262,4128,*,*,*,393,*,*,17.3,5160,*
3149,Southern Nazarene University,OK,2,*,*,*,21,*,*,*,*,18,24,538,538,319,1317,201,6293,6293,3717,1876,1841,348,400,3400,20.8,6388,44
3150,Cameron University,OK,2,*,*,*,19,*,*,*,*,16,21,1782,1695,1238,3302,2686,1640,4017,2400,*,*,*,650,1850,19.9,3823,36
3151,Bartlesville Wesleyan College,OK,2,430,440,870,22,*,*,*,*,18,25,149,114,81,344,150,5950,5950,2900,1300,1600,85,500,*,8.4,6560,*
3152,University of Central Oklahoma,OK,1,*,*,*,21,*,*,*,*,*,*,3398,3191,1326,7517,4525,1133,1928,2150,*,*,140,500,1400,22.8,3709,31
3154,East Central University,OK,1,*,*,*,20,*,*,*,*,*,*,600,550,520,3255,558,1695,3590,2388,*,*,*,400,1801,18.5,3692,*
3157,Langston University,OK,2,*,*,*,*,*,*,*,*,*,*,1171,710,400,3236,434,1604,2064,2580,1484,1096,250,500,2106,41.7,3440,*
3161,Northeastern State University,OK,1,*,*,*,21,*,*,*,*,18,23,1378,1182,*,4952,2123,1338,2280,2280,*,*,*,400,*,20.2,3964,25
3163,Northwestern Oklahoma State University,OK,1,*,*,*,*,*,*,*,*,18,24,620,410,346,*,*,*,*,*,*,*,*,*,*,16.2,3997,29
3164,Oklahoma Baptist University,OK,2,*,*,*,24,*,*,*,*,20,26,758,681,484,1707,705,5390,5390,3140,1350,1790,530,515,1290,15.1,5511,50
3165,Oklahoma Christian University,OK,2,480,440,920,22,390,570,380,520,18,25,776,765,351,1419,228,6400,6400,3150,1650,1500,280,500,1900,16.2,6578,45
3166,Oklahoma City University,OK,2,531,501,1032,23,440,620,450,580,21,26,940,653,275,1613,541,*,*,*,*,*,*,*,*,14.6,7454,40
3167,University of Sci. and Arts of Oklahoma,OK,1,*,*,*,20,*,*,*,*,*,*,285,280,208,1140,473,1408,3687,1920,640,1280,172,600,1800,23.6,3864,43
3170,Oklahoma State University,OK,1,540,477,1017,24,470,610,420,540,21,26,4522,3913,2181,12830,1658,1889,5336,3344,1758,1588,40,800,3100,15.3,6433,48
3174,Oklahoma Panhandle State University,OK,1,*,*,*,20,*,*,*,*,*,*,350,343,251,1117,117,1212,3274,1800,1200,600,217,90,1800,18.1,4572,29
3175,Phillips University,OK,2,465,423,888,22,350,490,410,530,19,25,692,576,174,597,83,10500,10500,3860,*,*,430,600,940,11.6,8990,39
3179,Southeastern Oklahoma State Univ.,OK,1,*,*,*,20,*,*,*,*,*,*,818,700,447,2962,651,1500,3738,2619,*,*,*,450,1022,19.6,4444,53
3181,Southwestern Oklahoma State Univ.,OK,1,*,*,*,20,*,*,*,*,16,22,*,*,920,4057,659,1298,3225,2130,*,2130,*,*,*,*,4225,*
3184,University of Oklahoma,OK,1,*,*,*,24,*,*,*,*,21,27,4743,3970,2233,13436,2582,1737,5173,3526,*,*,166,765,3176,11.5,10244,44
3185,University of Tulsa,OK,2,576,525,1101,24,510,640,460,580,21,27,1712,1557,696,2936,433,11750,11750,4160,*,*,*,1200,2350,11.5,11743,47
3985,Oral Roberts University,OK,2,520,490,1010,23,380,550,370,510,17,25,1223,650,632,2645,167,7950,7950,3994,1744,2250,380,480,1000,15.5,7885,45
1339,Western Baptist College,OR,2,429,404,833,*,*,*,*,*,*,*,259,219,118,513,23,9200,9200,4000,*,*,200,375,2100,16.8,7269,51
3191,Concordia College,OR,2,466,434,900,19,370,540,360,490,18,25,299,206,81,811,206,9600,9600,3150,3150,*,*,500,750,14.3,5976,41
3193,Eastern Oregon State College,OR,1,*,*,*,*,*,*,*,*,*,*,949,800,356,1662,529,2600,2600,3636,*,*,*,450,846,11.9,6390,*
3194,George Fox College,OR,2,497,463,960,*,450,600,430,560,*,*,809,726,294,1271,43,12500,12500,4130,2080,2050,140,400,1050,13.5,7136,52
3197,Lewis and Clark College,OR,2,*,*,*,*,520,640,490,590,24,28,2774,2092,482,1763,59,15800,15800,4790,2390,2400,*,450,950,12.3,12999,69
3198,Linfield College,OR,2,556,495,1051,25,560,630,440,510,22,28,1561,1188,458,1548,840,13380,13380,4210,1880,2330,598,500,900,17.8,8747,81
3208,Northwest Christian College,OR,2,481,439,920,*,*,*,*,*,*,*,*,*,*,226,74,*,*,*,*,*,*,*,*,16.9,*,*
3209,Western Oregon State College,OR,1,470,429,899,*,*,*,*,*,*,*,1438,1279,695,3655,156,2790,7770,3720,3720,*,*,660,1830,20,5777,*
3210,Oregon State University,OR,1,522,443,965,22,445,585,382,502,18,26,4675,3948,1637,10332,929,2841,7890,3444,1388,2056,50,543,2244,13.9,9383,45
3211,Oregon Institute of Technology,OR,1,485,418,903,*,*,*,*,*,*,*,491,447,271,1774,809,2904,8676,3560,*,*,*,750,2028,14.7,7556,41
3212,Pacific University,OR,2,542,479,1021,24,470,600,430,510,22,27,943,849,288,1041,35,14210,14210,3994,1764,2230,225,450,1100,10.9,11216,42
3216,Portland State University,OR,1,484,416,900,22,410,550,350,480,19,23,1623,1574,837,6194,4992,*,*,4365,2565,1800,*,750,1098,20,6618,24
3217,Reed College,OR,2,632,603,1235,28,570,700,550,660,*,*,1966,1436,327,1199,61,19960,19960,5490,2690,2800,150,500,450,11.8,15886,68
3219,Southern Oregon State College,OR,1,476,443,919,21,417,540,385,525,*,*,1237,1037,768,3215,947,2700,7000,3400,3400,*,*,600,1550,17.6,6337,*
3223,University of Oregon,OR,1,*,*,*,*,470,600,430,540,*,*,8631,6732,2546,11669,1605,3090,10602,3660,*,*,*,570,1530,19.7,8020,54
3224,University of Portland,OR,2,527,474,1001,*,470,580,420,530,*,*,1758,1485,419,2041,174,12040,12040,4100,1750,2350,80,600,1100,13.2,9060,72
3225,Warner Pacific College,OR,2,460,415,875,21,510,550,380,460,20,22,112,87,53,503,91,7940,7940,4032,4032,*,202,450,1220,12.9,7516,29
3227,Willamette University,OR,2,575,525,1100,25,520,630,470,580,23,28,1658,1327,395,1595,159,14800,14800,4620,4620,*,90,400,790,13.3,10779,68
3229,Albright College,PA,2,537,486,1023,24,480,600,420,540,22,28,1038,839,227,973,306,15595,15595,4400,2400,2000,200,300,500,11.3,11644,80
3230,Allegheny College,PA,2,*,*,*,*,520,630,450,560,22,27,2652,1900,484,1707,44,17080,17080,4440,2280,2160,260,400,600,9.9,11711,76
3233,Alvernia College,PA,2,410,430,840,18,*,*,*,*,*,*,707,614,168,801,464,8374,8374,4000,4000,*,*,*,*,10.8,6100,72
3235,Beaver College,PA,2,505,460,965,*,430,540,390,510,*,*,1163,850,348,878,519,12850,12850,5400,5400,*,260,400,800,12.2,8954,73
3237,Bryn Mawr College,PA,2,630,630,1260,*,570,680,580,670,*,*,1465,810,313,1088,16,18165,18165,6750,*,*,375,500,1200,12.3,17449,89
3238,Bucknell University,PA,2,*,*,*,*,590,670,510,590,*,*,6548,3813,862,3316,31,18550,18550,4750,2545,2205,110,800,1200,14.2,13675,93
3241,Cabrini College,PA,2,434,419,853,*,380,490,370,480,*,*,599,494,224,1035,446,10518,10518,6250,*,6250,480,300,300,16.5,7117,71
3242,Carnegie Mellon University,PA,2,679,555,1234,28,630,740,500,620,26,31,8728,5201,1191,4265,291,17900,17900,5690,3520,2170,100,450,1250,9.2,24386,74
3243,Cedar Crest College,PA,2,490,470,960,21,420,550,420,520,19,25,776,607,198,791,764,14340,14340,5285,*,*,*,500,1000,11.7,10961,74
3244,Chatham College,PA,2,481,491,972,22,400,560,420,550,19,25,212,197,91,471,148,13500,13500,5230,2615,2615,150,400,850,9.3,16095,52
3245,Chestnut Hill College,PA,2,483,495,968,*,425,550,430,550,*,*,342,254,126,518,232,10335,10335,5015,*,*,260,700,850,8.3,7729,73
3247,College Misericordia,PA,2,*,*,*,*,420,490,410,460,*,*,1432,888,317,1121,493,10860,10860,5760,3090,2670,530,550,900,12.9,8604,96
3252,Delaware Valley College,PA,2,474,439,913,*,420,530,390,480,*,*,1383,1199,435,1380,846,11645,11645,4530,2430,2100,*,500,*,19.3,6970,65
3253,Dickinson College,PA,2,*,*,*,*,500,610,470,560,*,*,3014,2539,487,1889,62,18700,18700,5000,2600,2400,125,595,1250,11.2,13861,87
3256,Drexel University,PA,2,550,465,1015,*,480,610,410,520,*,*,3451,2934,1118,5306,1963,12348,12348,6180,3630,2550,728,500,2280,13.1,9583,61
3258,Duquesne University,PA,2,*,*,*,*,460,580,430,550,21,26,2830,2374,1003,4253,942,10578,10578,5114,2258,2856,750,550,*,13.8,8456,75
3259,Eastern College,PA,2,479,452,931,23,410,550,400,510,21,27,458,369,165,1057,355,11190,11190,4800,2260,2540,30,450,1230,13.6,8135,54
3262,Elizabethtown College,PA,2,546,492,1038,*,490,600,440,540,*,*,2417,1843,426,1476,299,14190,14190,4400,2200,2200,400,500,750,12.8,9815,81
3265,Franklin and Marshall College,PA,2,600,500,1100,26,560,660,510,610,*,*,3270,2120,508,1748,40,24940,24940,*,*,*,*,590,730,10.9,15797,86
3266,Gannon University,PA,2,518,464,982,23,470,580,410,510,21,24,2464,1908,678,2693,691,10970,10970,4280,1940,2340,50,500,1380,13.3,7711,65
3267,Geneva College,PA,2,502,460,962,22,420,570,390,510,*,*,668,534,237,1306,258,9476,9476,4820,2800,2020,44,500,1100,20.1,6786,74
3268,Gettysburg College,PA,2,*,*,*,*,550,640,500,580,24,28,3596,2466,575,1944,46,19964,19964,4328,2180,2148,90,500,500,12.1,14720,83
3269,Grove City College,PA,2,607,537,1144,27,550,660,470,580,24,29,2491,1110,573,2213,35,5224,5224,3048,*,*,650,525,350,18.4,4957,100
3270,Gwynedd Mercy College,PA,2,500,470,970,*,430,540,400,520,*,*,380,237,104,716,1108,11000,11000,5550,5550,*,*,500,500,7.8,7483,96
3274,Haverford College,PA,2,*,*,*,*,620,720,580,660,*,*,2128,927,292,1083,*,18833,18833,6235,3400,2835,182,685,1100,10.6,17021,95
3275,Holy Family College,PA,2,*,*,*,*,444,512,423,481,*,*,622,354,169,1145,1148,8800,8800,*,*,*,200,675,1500,11.2,6901,74
3276,Immaculata College,PA,2,420,430,850,*,430,550,420,530,*,*,268,253,103,494,1305,10000,10000,5364,5364,*,170,500,1000,11.2,7305,69
3277,Indiana University of Pennsylvania,PA,1,495,446,941,*,466,520,415,500,*,*,6373,3264,1625,11375,1132,2954,7352,2906,1200,1706,585,500,*,20.6,6760,63
3279,Juniata College,PA,2,558,509,1067,*,500,600,440,530,21,26,1005,859,298,1075,43,14850,14850,4460,2250,2210,110,450,420,12.7,12067,80
3282,King's College,PA,2,504,455,959,*,443,568,412,501,*,*,1456,1053,381,500,541,10910,10910,5160,2410,2750,500,400,1795,15.6,7649,87
3284,Lafayette College,PA,2,*,*,*,*,560,670,470,560,*,*,4010,2402,572,2018,226,18730,18730,5740,3000,2740,75,600,1000,10.5,15365,92
3287,La Salle University,PA,2,540,507,1050,*,480,570,450,530,*,*,2929,1834,622,2738,1662,12600,12600,5610,2510,3100,170,450,3160,15.1,9084,84
3288,Lebanon Valley College,PA,2,521,467,988,*,420,633,380,571,*,*,1386,1060,320,965,502,13850,13850,4755,4755,*,395,400,1125,12.3,8196,85
3289,Lehigh University,PA,2,*,*,*,*,570,680,460,570,*,*,6397,4304,1092,4298,132,18700,18700,5580,3160,2420,250,750,1130,12.5,14665,91
3290,Lincoln University,PA,1,399,375,774,*,367,416,350,377,*,*,1660,1091,326,1196,33,3020,4818,3400,1750,1650,375,350,1400,12.6,10912,45
3293,Lycoming College,PA,2,493,451,944,21,430,550,400,510,18,26,1286,1005,363,1363,74,13900,13900,4300,2250,2050,*,500,900,14,8024,72
3296,Marywood College,PA,2,470,449,919,*,410,510,400,500,*,*,1107,859,323,1452,402,11040,11040,4500,2250,2250,400,600,700,11.8,9034,66
3297,Mercyhurst College,PA,2,*,*,*,*,470,556,426,532,21,26,1557,1074,397,1805,433,9813,9813,4050,*,*,623,425,1000,16.7,7307,78
3298,Messiah College,PA,2,555,509,1046,24,470,610,450,560,22,27,1742,1382,607,2258,53,10300,10300,5080,2540,2540,84,475,1200,14.1,7762,89
3301,Moravian College,PA,2,*,*,*,*,480,580,440,530,21,25,1232,955,303,1241,485,14990,14990,4730,2130,2600,180,550,1250,15.2,9566,74
3303,Carlow College,PA,2,*,*,*,*,*,*,*,*,*,*,395,318,166,807,1011,9358,9358,4264,4264,*,292,500,1000,10.9,7679,68
3304,Muhlenberg College,PA,2,565,506,1071,24,490,640,434,578,22,27,2519,1836,462,1656,352,16975,16975,4565,2360,2205,*,600,850,12.8,10888,83
3313,Widener University,PA,2,521,491,1012,20,440,570,420,510,18,24,2139,1492,502,2186,2171,12350,12350,5370,*,*,*,500,1350,12.6,9603,63
3315,Bloomsburg Univ. of Pennsylvania,PA,1,524,465,989,*,480,570,420,500,*,*,6773,3028,1025,5847,946,3086,7844,2948,1650,1298,608,500,1680,18,7041,75
3316,California University of Pennsylvania,PA,1,415,391,806,*,350,470,330,420,*,*,2746,1505,1028,4787,789,2278,6312,2940,*,2940,370,*,*,16.3,6912,58
3317,Cheyney University of Penn.,PA,1,*,*,*,*,*,*,*,*,*,*,1104,767,287,1130,65,2728,6122,3340,1728,1612,210,500,*,13,10621,*
3320,East Stroudsburg University of Penn.,PA,1,475,421,896,*,420,520,380,460,*,*,3812,2227,818,3947,611,*,*,3256,2100,1156,*,500,*,19.4,7839,54
3321,Edinboro University of Penn.,PA,1,*,*,*,*,410,510,380,470,*,*,4419,3074,1349,6318,817,3086,7844,3650,1760,1890,599,500,1500,19,6292,54
3322,Kutztown University of Penn.,PA,1,492,465,957,*,*,*,*,*,*,*,5880,2840,1136,5866,918,3512,8285,2970,2000,970,1150,500,*,19.4,6552,57
3323,Lock Haven University of Pennsylvania,PA,1,510,460,970,*,450,590,400,540,*,*,3570,2215,651,3390,325,2954,7352,3620,3620,*,554,225,500,16.1,6374,63
3324,Mansfield University of Penn.,PA,1,*,*,*,*,*,*,*,*,*,*,2694,1725,606,2891,332,3154,7452,3364,1984,1380,486,650,800,15.9,8116,55
3325,Millersville University of Penn.,PA,1,536,479,1014,*,490,580,430,520,*,*,6011,3075,960,5146,1532,3086,7844,3830,2200,1630,834,450,1258,16.8,7832,71
3326,Shippensburg University of Penn.,PA,1,529,468,997,*,480,570,420,500,*,*,5818,3281,1116,5268,300,3086,7844,3504,1952,1552,770,450,1700,18.8,6719,72
3327,Slippery Rock University of Penn.,PA,1,*,*,*,*,420,510,380,470,*,*,4655,3113,1241,5965,954,2954,7352,3256,1494,1762,593,500,*,16.9,6733,56
3328,West Chester University of Penn.,PA,1,495,450,945,*,440,540,400,500,*,*,6502,3539,1372,7484,1904,3086,7844,4108,4108,*,560,400,2000,15.3,6773,52
3350,University of the Arts,PA,2,452,443,895,*,400,500,400,500,*,*,974,704,290,1145,39,12520,12520,3860,3860,*,500,1300,700,7.5,11641,57
3354,Philadelphia Coll. of Textiles and Sci.,PA,2,490,440,930,*,415,525,380,475,*,*,1538,1259,468,1664,1042,11690,11690,5062,2596,2466,40,600,1664,12.9,8028,68
3357,Point Park College,PA,2,424,418,842,21,360,490,370,480,16,23,875,744,207,1173,1402,9700,9700,4830,4830,*,350,400,1200,14.5,7652,66
3359,Robert Morris College,PA,2,453,400,853,20,390,520,340,450,17,23,907,771,387,2621,1808,6540,6540,4326,2454,1872,330,500,1000,18.5,5266,58
3362,Seton Hill College,PA,2,*,*,*,*,410,540,420,520,*,*,936,794,197,752,210,11240,11240,4180,2090,2090,160,350,2000,11.2,10065,71
3366,Saint Francis College,PA,2,*,*,*,*,430,530,400,500,*,*,1046,824,284,1223,451,10880,10880,5050,5050,*,860,400,1235,19.3,7344,69
3367,Saint Joseph's University,PA,2,545,498,1041,*,490,590,450,550,*,*,2519,2003,776,2473,1314,12750,12750,6350,*,*,275,350,1690,17.4,8243,83
3368,Saint Vincent College,PA,2,*,*,*,*,430,560,410,520,*,*,700,595,278,1035,182,10850,10850,3936,2110,1826,60,500,900,12.3,8534,88
3369,Susquehanna University,PA,2,*,*,*,*,510,610,450,570,*,*,2096,1512,465,1442,166,16130,16130,4710,2490,2220,280,400,800,13.9,10554,90
3370,Swarthmore College,PA,2,672,630,1302,*,630,720,580,690,*,*,3203,1255,413,1387,*,19124,19124,6584,3384,3200,192,772,728,8.8,23975,95
3371,Temple University,PA,1,508,455,963,*,456,564,412,511,*,*,7987,5145,2399,14726,4666,5314,10096,5282,3492,1790,150,600,3324,11.2,12231,45
3376,Thiel College,PA,2,444,418,862,20,*,*,*,*,*,*,1154,951,253,791,140,11172,11172,4958,2590,2368,230,700,1350,11.6,9186,60
3378,University of Pennsylvania,PA,2,680,594,1274,29,640,730,550,650,27,31,12394,5232,2464,9205,531,17020,17020,7270,3700,3570,1836,500,1544,6.3,25765,93
3379,University of Pittsburgh-Main Campus,PA,1,537,480,1017,*,480,590,420,530,*,*,8586,6383,2503,13138,4289,4962,10786,4560,2760,1800,454,400,900,7.8,13789,66
3384,University of Scranton,PA,2,561,509,1070,*,510,610,450,550,*,*,4471,2942,910,3674,493,11584,11584,5986,2536,3450,975,650,800,14.1,9131,92
3385,Ursinus College,PA,2,567,512,1079,*,520,620,460,560,*,*,1399,1026,308,1131,17,14900,14900,5160,*,*,180,500,800,11.6,12082,79
3388,Villanova University,PA,2,599,528,1127,*,*,*,*,*,*,*,7759,5588,1477,6362,1292,15925,15925,6507,3170,3337,445,400,300,13.4,10458,96
3389,Washington and Jefferson College,PA,2,*,*,*,*,500,640,480,590,22,27,1305,1100,334,1098,151,16260,16260,4005,2070,1935,280,300,500,12.1,10162,86
3391,Waynesburg College,PA,2,*,*,*,*,*,*,*,*,*,*,1190,978,324,1280,61,8840,8840,3620,1800,1820,220,500,1200,16.2,6563,63
3392,Westminster College,PA,2,530,470,1000,24,460,570,420,520,21,27,996,866,377,1411,72,12065,12065,3615,1980,1635,595,430,685,12.5,8596,80
3394,Wilkes University,PA,2,*,*,*,*,410,540,370,480,*,*,1631,1431,434,1803,603,11150,11150,5130,3100,2030,418,550,1260,13.3,8543,67
3396,Wilson College,PA,2,470,460,930,*,430,560,450,530,*,*,167,130,46,199,676,11428,11428,5084,2509,*,118,450,475,8.3,10291,67
3399,York College of Pennsylvania,PA,2,517,469,986,*,480,570,440,530,*,*,2989,1855,691,2988,1726,4990,4990,3560,1725,1835,225,500,1250,18.1,4509,99
3986,Allentown Coll. of St. Francis de Sales,PA,2,515,470,985,*,460,580,410,520,*,*,1179,780,290,1130,638,9690,9690,4785,2495,2290,60,600,1000,13.3,7940,74
3987,La Roche College,PA,2,408,380,788,*,370,480,320,430,*,*,361,321,185,650,819,8842,8842,4782,2862,1920,140,600,1100,14.2,7022,52
3988,Neumann College,PA,2,451,414,865,*,390,500,350,450,*,*,245,180,69,485,752,9950,9950,*,*,*,240,500,*,11,8846,*
6965,Pennsylvania State Univ. Main Campus,PA,1,583,500,1083,*,530,651,450,560,*,*,19315,10344,3450,28938,2025,4966,10645,4060,1840,2220,70,512,2394,18.1,8992,63
